"Id","","Name","Domain","Suggested Negative Control","Sort Order","Publication Count (Descendant Concept Match)","Publication Count (Exact Concept Match)","Publication Count (Parent Concept Match)","Publication Count (Ancestor Concept Match)","Indicated / Contraindicated","Broad Concept","Drug Induced Concept","Pregnancy Concept","Product Label Count (Descendant Concept Match)","Product Label (Exact Concept Match)","Product Label (Parent Concept Match)","Product Label (Ancestor Concept Match)","FAERS Count (Descendant Concept Match)","FAERS Count (Exact Concept Match)","FAERS Count (Parent Concept Match)","FAERS Count (Ancestor Concept Match)","User Excluded","User Included","Optimized Out","Not Prevalent","Drug Label Exists","RC","DRC"
"4044708","","Langerhans cell histiocytosis, unifocal","","Y","2,997","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","220,865","220,939"
"4322306","","Poisoning caused by acetaminophen","","Y","2,979","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","803,489","805,946"
"4207660","","Stereotypy habit disorder","","Y","2,976","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","270,491","270,616"
"440696","","Cyclothymia","","Y","2,968","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,299,880","1,299,890"
"438178","","Postmastectomy lymphedema syndrome","","Y","2,965","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,692,396","1,692,396"
"440078","","Bipolar affective disorder, current episode manic","","Y","2,945","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","4,003,134","12,346,663"
"442306","","Adjustment disorder with depressed mood","","Y","2,921","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","30,812,483","74,704,009"
"40636815","","Supernumerary teeth","","Y","2,911","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","65,142","65,142"
"4250023","","Severe major depression with psychotic features","","Y","2,858","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","70,546","3,420,853"
"440268","","Toxic effect of carbon monoxide","","Y","2,834","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","251,832","426,997"
"4115380","","Primary coxarthrosis, bilateral","","Y","2,754","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","60,567","80,634"
"4094448","","Pregnancy test negative","","Y","2,730","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","5,802,330","5,857,288"
"433985","","Hypercarotinemia","","Y","2,713","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","45,768","45,768"
"4147411","","Follicular non-Hodgkin's lymphoma","","Y","2,658","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,211,341","3,195,659"
"4161682","","Hypesthesia","","Y","2,640","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","520,105","613,900"
"80496","","Schmorl's nodes","","Y","2,634","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","93,410","600,721"
"40482893","","Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue","","Y","2,575","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","618,401","618,734"
"441829","","Hyperosmolality and or hypernatremia","","Y","2,508","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","26,544,263","26,544,263"
"435226","","Bipolar affective disorder, current episode mixed","","Y","2,493","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,207,966","9,651,232"
"4260364","","Choledochal cyst","","Y","2,486","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","61,492","61,850"
"443238","","Diabetic - poor control","","Y","2,441","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","89,769,324","113,944,464"
"4195873","","Breath smells unpleasant","","Y","2,428","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","321,737","330,206"
"192680","","Portal hypertension","","Y","2,411","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","9,437,932","9,437,934"
"442555","","Breathing painful","","Y","2,385","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","14,228,128","14,228,128"
"4150985","","Bipolar I disorder, most recent episode hypomanic","","Y","2,368","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,165,121","1,165,121"
"4094042","","Secondary amyloidosis","","Y","2,350","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","64,654","64,654"
"4338512","","Gender identity disorder","","Y","2,290","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","987,666","1,205,457"
"438021","","Disorder due to and following fracture of upper limb","","Y","2,261","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,122,421","2,586,546"
"4263879","","Marie's cerebellar ataxia","","Y","2,258","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","606,408","606,408"
"4210746","","Localized amyloidosis","","Y","2,219","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","798,204","798,257"
"443617","","Conduct disorder","","Y","2,133","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","13,454,173","42,772,943"
"435371","","Hypothermia","","Y","2,125","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,332,276","3,904,458"
"4096201","","Dietary calcium deficiency","","Y","2,114","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","162,312","162,312"
"42538119","","Transplanted heart valve present","","Y","2,054","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","27,430,621","27,430,621"
"437448","","Exhaustion due to excessive exertion","","Y","2,032","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","381,577","381,577"
"4168682","","Strange and inexplicable behavior","","Y","2,019","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","149,855","149,855"
"4125659","","Bone marrow transplant rejection","","Y","2,018","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","136,402","136,402"
"4300704","","Diffuse large B-cell lymphoma","","Y","1,980","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","9,655,320","9,655,320"
"438719","","Active rickets","","Y","1,960","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","499,653","499,653"
"433828","","Cord tangled or knotted with compression","","Y","1,958","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","206,878","685,261"
"439035","","Otosclerosis","","Y","1,911","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","509,887","717,731"
"4189235","","Third cranial nerve weakness","","Y","1,908","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","398,841","681,083"
"440532","","Heavy-for-dates at birth regardless of gestation period","","Y","1,868","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","3,598,963","3,598,963"
"381572","","Abducens nerve palsy","","Y","1,835","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","920,685","921,153"
"438297","","Mechanical complication of cardiac device, implant AND/OR graft","","Y","1,746","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","229,649","564,859"
"433997","","Lymphangioma","","Y","1,730","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","598,437","701,542"
"320739","","Dissection of aorta","","Y","1,655","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,024,299","3,290,036"
"138994","","Myelodysplastic syndrome","","Y","1,636","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","12,743,817","17,098,289"
"312998","","Pain in thoracic spine","","Y","1,577","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","110,174,410","110,174,410"
"195590","","Urethral stricture","","Y","1,514","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","5,936,259","6,838,981"
"439743","","Late effects of respiratory tuberculosis","","Y","1,513","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","71,841","71,841"
"432319","","Adhesions and disruptions of iris and ciliary body","","Y","1,499","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","23,708","416,364"
"73183","","Myotonic disorder","","Y","1,497","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","189,028","908,553"
"4201390","","Colostomy present","","Y","1,445","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","11,104,960","11,104,964"
"433758","","Childhood emotional disorder","","Y","1,379","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","9,883,316","11,965,239"
"4173078","","Complication due to immunization","","Y","1,308","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","123,318","127,842"
"4286201","","Schizoaffective disorder","","Y","1,272","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","26,240,325","46,956,496"
"4112334","","Idiopathic hypotension","","Y","1,246","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,266,085","1,266,085"
"4052226","","Sequelae of injuries of lower limb","","Y","1,243","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,685,492","9,461,922"
"4336957","","Mild major depression","","Y","1,205","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","307,595","27,946,398"
"42537730","","Coronary artery graft present","","Y","1,180","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","27,165,299","27,165,299"
"30968","","Diabetes insipidus","","Y","1,166","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","21,951,142","22,663,681"
"436667","","Stuttering","","Y","1,132","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","133,555","138,991"
"138690","","Infestation by Pediculus","","Y","1,128","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","469,179","2,434,276"
"4178368","","Fetal or neonatal effect of placental disorder","","Y","1,127","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","20,630","344,646"
"439147","","Amnesia","","Y","1,119","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","22,668,188","23,920,381"
"440072","","Hypogammaglobulinemia","","Y","1,055","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","5,988,253","5,988,253"
"4344500","","Impingement syndrome of shoulder region","","Y","1,022","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","18,700,430","18,749,880"
"4168212","","Restlessness and agitation","","Y","1,019","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","6,113,481","6,113,481"
"378735","","Migraine without aura","","Y","1,006","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","23,211,126","32,804,380"
"4308074","","Pyogenic granuloma","","Y","996","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","686,892","2,008,682"
"435553","","Epiphora","","Y","941","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,249,630","2,174,193"
"318566","","Flushing","","Y","938","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","3,625,789","3,629,279"
"441417","","Incoordination","","Y","926","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","40,827,946","40,864,854"
"373503","","Transient cerebral ischemia","","Y","914","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","32,196,016","34,089,495"
"434610","","Hyperkalemia","","Y","912","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","67,114,068","67,133,916"
"436233","","Delayed milestone","","Y","900","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","8,724,077","8,728,645"
"4200649","","Lipoma of head and neck","","Y","848","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","778,400","993,739"
"4333677","","Mania","","Y","834","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","310,866","2,171,597"
"438485","","Postoperative state","","Y","813","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","60,167,736","60,167,736"
"441487","","Frostbite","","Y","807","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","57,616","384,735"
"4232324","","Sleep terror disorder","","Y","795","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","297,679","297,720"
"199767","","Neoplasm of uncertain behavior of liver and/or biliary passages","","Y","782","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","606,433","606,797"
"315558","","Atherosclerosis of arteries of the extremities","","Y","774","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","22,293,886","45,745,577"
"4168222","","Intra-abdominal and pelvic swelling, mass and lump","","Y","719","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","17,266,040","17,266,040"
"436235","","Taste sense altered","","Y","718","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","491,414","491,652"
"4031164","","Non-scarring alopecia","","Y","712","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","6,667,393","10,517,081"
"31317","","Dysphagia","","Y","701","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","110,686,525","159,332,509"
"4101747","","Localization-related(focal)(partial)idiopathic epilepsy and epileptic syndromes with seizures of localized onset","","Y","683","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","7,657,067","7,657,067"
"4067861","","Deviation of finger","","Y","672","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","282,192","282,234"
"439081","","Premenstrual tension syndrome","","Y","660","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","4,006,283","4,006,283"
"438252","","Spontaneous ecchymosis","","Y","654","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","3,250,939","3,250,939"
"433163","","Deficiency of macronutrients","","Y","641","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","22,502,892","90,642,264"
"134159","","Precordial pain","","Y","617","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","23,987,886","23,987,886"
"4168216","","Pelvic and perineal pain","","Y","598","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","105,740","105,740"
"377910","","Deviated nasal septum","","Y","580","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","20,937,289","20,985,212"
"197672","","Urinary incontinence","","Y","575","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","36,859,904","79,945,666"
"380094","","Carpal tunnel syndrome","","Y","563","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","48,042,549","48,056,139"
"4034633","","Singers' nodes","","Y","523","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","426,406","426,857"
"439002","","Eating disorder","","Y","520","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","17,773,881","29,607,680"
"4053589","","Traumatic dislocation of joint of finger","","Y","496","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","308,106","1,959,087"
"74698","","Breech presentation","","Y","494","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,693,587","5,458,119"
"4171917","","Localized edema","","Y","478","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","48,759,631","48,759,656"
"4085552","","Fracture of lateral malleolus","","Y","470","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","207,160","17,752,369"
"137626","","Seborrheic dermatitis of scalp","","Y","460","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,816,713","1,816,713"
"437246","","Vitamin B deficiency","","Y","456","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","53,271,816","55,470,296"
"4264234","","Chloasma","","Y","428","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,133,393","1,133,963"
"4344612","","Spondylolysis","","Y","420","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","3,137,099","5,135,607"
"4150042","","Vaginal ulcer","","Y","412","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","346,503","357,714"
"4046351","","Intercostal neuropathy","","Y","398","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","596,139","596,901"
"4164898","","Diverticulosis of large intestine without diverticulitis","","Y","384","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","34,863,235","34,863,235"
"315078","","Palpitations","","Y","379","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","85,430,448","85,485,631"
"433440","","Dysthymia","","Y","375","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","69,738,414","69,739,450"
"77395","","Current tear of semilunar cartilage","","Y","346","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","5,257,668","5,257,668"
"40400344","","Acquired pes planus","","Y","336","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","339,812","339,812"
"197032","","Hyperplasia of prostate","","Y","332","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","8,538,265","138,374,711"
"134460","","Plantar fascial fibromatosis","","Y","331","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","44,785,598","44,785,623"
"141825","","Simple goiter","","Y","308","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","10,159,676","66,211,607"
"4194889","","Enthesopathy of lower limb","","Y","297","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,189,164","19,652,989"
"196168","","Irregular periods","","Y","280","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","33,599,032","33,599,038"
"201916","","Ureteric stone","","Y","276","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","28,736,329","38,379,497"
"316127","","Vitreous opacities","","Y","275","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","12,386,316","12,386,751"
"78162","","Peripheral vertigo","","Y","272","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","3,663,603","22,628,609"
"444413","","Febrile convulsion","","Y","271","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,122,398","3,410,184"
"439776","","Autism spectrum disorder","","Y","267","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","11,062,153","81,339,199"
"435150","","Effects of heat AND/OR light","","Y","263","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","438,386","721,467"
"77079","","Spinal stenosis","","Y","258","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","15,096,992","117,224,090"
"4103703","","Melena","","Y","252","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","23,682,965","23,734,117"
"24609","","Hypoglycemia","","Y","220","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","21,411,228","24,053,051"
"139099","","Ingrowing nail","","Y","219","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","27,011,154","27,355,930"
"24134","","Neck pain","","Y","218","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","281,430,532","307,481,156"
"76725","","Anal fissure","","Y","214","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","5,730,571","6,354,636"
"4058388","","Hypertrophic scar","","Y","203","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","3,469,271","3,470,149"
"199764","","Benign neoplasm of ovary","","Y","201","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","3,656,983","3,666,219"
"377575","","Tinnitus","","Y","194","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","12,116,626","18,108,571"
"4143370","","Entropion and trichiasis of eyelid","","Y","193","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","803,058","803,058"
"4051004","","Open wound of scalp","","Y","191","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","580,712","13,668,816"
"36712845","","Isolated proteinuria","","Y","178","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,120,014","1,279,986"
"439926","","Malaise and fatigue","","Y","170","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","4,243,501","4,243,501"
