"Id","","Name","Domain","Suggested Negative Control","Sort Order","Publication Count (Descendant Concept Match)","Publication Count (Exact Concept Match)","Publication Count (Parent Concept Match)","Publication Count (Ancestor Concept Match)","Indicated / Contraindicated","Broad Concept","Drug Induced Concept","Pregnancy Concept","Product Label Count (Descendant Concept Match)","Product Label (Exact Concept Match)","Product Label (Parent Concept Match)","Product Label (Ancestor Concept Match)","FAERS Count (Descendant Concept Match)","FAERS Count (Exact Concept Match)","FAERS Count (Parent Concept Match)","FAERS Count (Ancestor Concept Match)","User Excluded","User Included","Optimized Out","Not Prevalent","Drug Label Exists","RC","DRC"
"444127","","Specimen satisfactory for evaluation but limited","","Y","12,762","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,671","310,420"
"433100","","Accidental poisoning by barbiturates","","Y","12,742","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","17,824","17,856"
"4191487","","Poisoning by caterpillar","","Y","12,654","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","5,204","5,204"
"436615","","Accidental poisoning from berries and seeds","","Y","12,614","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","3,154","3,154"
"433667","","Poisoning by tetanus vaccine","","Y","12,535","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","0","0"
"4166315","","Supplementary preparation for parenteral nutrition adverse reaction","","Y","12,502","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","13,855","13,855"
"444043","","Poisoning by intravenous anesthetic","","Y","12,427","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","9,675","10,118"
"437194","","Poisoning by viral AND/OR rickettsial vaccine","","Y","12,369","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","27","27"
"436860","","Poisoning by irritant cathartic","","Y","12,367","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","3,234","3,234"
"4314244","","Accidental poisoning by hydantoin derivative","","Y","12,108","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","51,176","51,176"
"436041","","Leech infestation","","Y","12,081","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,546","3,494"
"4153516","","Patient immunocompromised","","Y","12,051","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","14,163","14,163"
"440298","","Emollients, demulcents and protectant poisoning","","Y","11,761","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","6,294","6,294"
"438669","","Self poisoning by corrosive or caustic substance","","Y","11,718","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","34,348","34,348"
"4287416","","Hyperphenylalaninemia","","Y","11,630","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","40,931","540,359"
"440924","","Poisoning by vasodilator","","Y","11,363","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","8,274","35,797"
"443892","","Toxic effect of hydrocyanic acid","","Y","11,350","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,639","1,639"
"440923","","Poisoning by surface (topical) AND/OR infiltration anesthetic","","Y","11,238","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","34,919","34,919"
"435434","","Organophosphate and carbamate causing toxic effect","","Y","11,218","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","8,974","8,974"
"4029280","","Hypervitaminosis B6","","Y","11,126","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","18,877","18,877"
"4162322","","Beta-adrenoceptor agonist poisoning","","Y","10,956","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","13,674","13,708"
"4228429","","Carnitine deficiency","","Y","10,930","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","36,753","805,903"
"437472","","Toxic effect of acid","","Y","10,850","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","14,622","39,126"
"4173136","","Agnosia","","Y","10,827","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","51,841","231,279"
"436426","","Malleus mobility reduced","","Y","10,674","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","8,108","8,108"
"4056591","","Traumatic rupture of lumbar intervertebral disc","","Y","10,409","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","49,078","49,078"
"4019971","","Discord in school","","Y","10,292","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","29,090","29,090"
"4044708","","Langerhans cell histiocytosis, unifocal","","Y","10,235","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","184,949","185,019"
"4056128","","Sample organism cultured","","Y","10,223","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","20,887","20,887"
"4338035","","Depersonalization-derealization syndrome","","Y","10,060","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","81,972","135,265"
"4149610","","Birth weight 999 g or less","","Y","10,026","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","65,962","65,981"
"442120","","Injection site extravasation","","Y","9,902","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","18,412","18,420"
"4150397","","Baby BW = 1.0-1.5kg","","Y","9,804","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","54,235","54,235"
"4333677","","Mania","","Y","9,738","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","280,368","1,469,146"
"442797","","Poisoning by opiate antagonist","","Y","9,677","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","25,812","25,812"
"436294","","Poisoning by phenothiazine-based tranquilizer","","Y","9,402","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","22,181","22,181"
"4019836","","Social exclusion","","Y","9,366","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","111,131","111,131"
"438759","","Descemet's membrane fold","","Y","9,363","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","17,506","17,506"
"4035269","","Non-ketotic hyperglycinemia","","Y","9,314","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","55,864","55,871"
"443082","","Starvation","","Y","9,151","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","128,664","128,672"
"433084","","Parasympatholytic and spasmolytic poisoning","","Y","9,016","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","10,455","10,455"
"4028689","","Electrocerebral silence","","Y","8,965","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","55,896","55,896"
"134315","","Myelophthisis","","Y","8,880","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","68,963","68,963"
"439042","","Adenoid vegetations","","Y","8,854","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","13,341","13,341"
"436311","","Local anti-infective and anti-inflammatory poisoning","","Y","8,700","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","17,541","17,541"
"4149700","","Seafood causing toxic effect","","Y","8,491","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","27,464","76,781"
"45757412","","Mitochondrial metabolism defect","","Y","8,246","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","419,097","419,097"
"435170","","Effects of thirst","","Y","8,147","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","26,989","26,989"
"439216","","Accidental poisoning by antidepressants","","Y","7,914","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","137,502","159,810"
"442324","","Psychologic dyspareunia","","Y","7,717","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","80,415","80,415"
"4210746","","Localized amyloidosis","","Y","7,631","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","446,580","446,617"
"438915","","Poisoning by penicillin","","Y","7,607","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","54,317","54,317"
"440067","","Moderate bipolar I disorder, single manic episode","","Y","7,543","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","121,494","121,494"
"76122","","Brown's tendon sheath syndrome","","Y","7,376","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","58,113","58,113"
"4263879","","Marie's cerebellar ataxia","","Y","7,240","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","437,471","437,471"
"4189235","","Third cranial nerve weakness","","Y","7,224","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","284,643","569,557"
"4038839","","Hodgkin lymphoma, nodular lymphocyte predominance","","Y","7,203","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","158,819","226,190"
"435720","","Adverse anesthesia outcome","","Y","7,177","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","28,951","28,951"
"433080","","Poisoning by cardiac rhythm regulator","","Y","7,163","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","83,199","86,212"
"440691","","Paranoid personality disorder","","Y","6,861","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","284,217","284,217"
"40489449","","Greenstick fracture of distal radius","","Y","6,826","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","94,227","94,227"
"4014368","","Complete tear ulnar collateral ligament","","Y","6,824","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","152,568","152,592"
"438122","","Persistent hyperplasia of thymus","","Y","6,792","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","64,036","64,036"
"444434","","Schizophreniform disorder","","Y","6,776","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","627,574","627,577"
"440053","","Infestation by insect","","Y","6,724","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","59,776","60,186"
"433647","","Poisoning by central nervous system muscle tone depressant","","Y","6,720","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","140,222","140,222"
"437369","","Postmature infancy","","Y","6,682","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,560,315","1,560,441"
"45763685","","Avulsion fracture of medial epicondyle of humerus","","Y","6,664","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","227,133","227,133"
"435028","","Puerperal pyrexia of unknown origin","","Y","6,660","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","125,358","327,323"
"4147972","","Specific academic or work inhibition","","Y","6,643","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","68,931","68,931"
"4038842","","Hodgkin's disease, nodular sclerosis","","Y","6,611","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","540,543","1,777,359"
"81382","","Pigmented villonodular synovitis","","Y","6,594","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","115,763","1,961,874"
"40481585","","Hypoplasia of maxillary bone","","Y","6,496","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","152,411","354,398"
"80496","","Schmorl's nodes","","Y","6,449","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","93,184","576,302"
"4045471","","Autoimmune reaction mediated by cell-mediated immunity","","Y","6,401","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","17,279","17,279"
"440858","","Cortex contusion without open intracranial wound","","Y","6,394","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","68,630","160,738"
"4051630","","Malingering","","Y","6,376","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","510,249","510,261"
"40636815","","Supernumerary teeth","","Y","6,278","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","67,005","67,005"
"441067","","Spasm of sphincter of Oddi","","Y","6,094","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","145,205","145,205"
"436015","","Accidental poisoning from foodstuffs and poisonous plants","","Y","6,083","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","170,521","170,521"
"4095059","","Selective serotonin re-uptake inhibitor poisoning","","Y","6,010","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","266,254","266,256"
"438664","","Accidental poisoning by hormones and synthetic substitutes","","Y","5,967","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","265,558","265,589"
"4022071","","Convalescence","","Y","5,887","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","634,515","2,797,837"
"437523","","Dependent personality disorder","","Y","5,870","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","745,408","745,408"
"37018672","","Malignant poorly differentiated neuroendocrine carcinoma","","Y","5,775","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","342,465","342,465"
"433111","","Effects of hunger","","Y","5,758","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","157,000","157,031"
"4170260","","Nightmares","","Y","5,731","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","348,176","361,849"
"444268","","Inhibited male orgasm","","Y","5,688","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","138,187","138,187"
"4207660","","Stereotypy habit disorder","","Y","5,561","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","252,569","252,694"
"4201387","","Tracheostomy present","","Y","5,371","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","6,319,487","6,319,487"
"40479573","","Stimulant abuse","","Y","5,332","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,897,842","2,897,843"
"433605","","Ill-defined disease","","Y","5,305","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","6,747,009","6,747,009"
"434625","","Undifferentiated somatoform disorder","","Y","5,291","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","445,833","445,833"
"4044404","","Lumbosacral plexus neuropathy","","Y","5,203","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","668,224","2,359,154"
"45757477","","Vesicoureteral reflux without reflux nephropathy","","Y","5,181","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,074,339","1,074,339"
"436585","","Toxic effect of ethyl alcohol","","Y","5,168","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","345,302","12,593,288"
"40490918","","Marginal zone lymphoma","","Y","5,072","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","549,787","1,113,993"
"434344","","Ciliary muscle spasm","","Y","5,057","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","225,189","225,189"
"4093531","","Absence of toe","","Y","5,045","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","3,689,285","3,689,285"
"4085898","","Wedge fracture of lumbar vertebra","","Y","5,015","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,200,280","2,927,038"
"435522","","Hypervitaminosis D","","Y","5,005","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","219,009","219,009"
"443703","","Poisoning by propionic acid derivative","","Y","4,621","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","461,069","461,325"
"4242733","","Premenstrual dysphoric disorder","","Y","4,510","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","494,295","494,304"
"433450","","Paranoid schizophrenia","","Y","4,171","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","15,415,705","17,654,498"
"4201388","","Gastrostomy present","","Y","4,128","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","8,771,414","8,771,414"
"443876","","Obsessive compulsive personality disorder","","Y","4,127","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","903,005","967,556"
"30968","","Diabetes insipidus","","Y","4,069","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,706,560","1,914,376"
"433997","","Lymphangioma","","Y","3,980","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","476,910","567,718"
"22856","","Polyglandular dysfunction","","Y","3,925","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","290,631","561,355"
"320739","","Dissection of aorta","","Y","3,869","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","797,831","2,470,973"
"37396201","","Disruptive mood dysregulation disorder","","Y","3,775","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","3,234,848","3,234,848"
"443274","","Psychostimulant dependence","","Y","3,738","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","3,196,976","3,196,976"
"439971","","Poisoning by anticoagulant","","Y","3,697","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","522,284","524,057"
"439035","","Otosclerosis","","Y","3,657","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","504,282","713,056"
"4216894","","Precipitous drop in hematocrit","","Y","3,634","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","500,949","500,949"
"435088","","Senility","","Y","3,553","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","764,363","764,363"
"45757504","","Urethral intrinsic sphincter deficiency","","Y","3,463","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","432,716","432,716"
"4178395","","Fracture of proximal phalanx of finger","","Y","3,321","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,056,920","2,896,595"
"381572","","Abducens nerve palsy","","Y","3,298","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","813,122","813,565"
"443262","","Lack or loss of sexual desire","","Y","3,228","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","629,184","629,255"
"434002","","Mineral deficiency","","Y","3,217","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","388,152","10,276,345"
"4305303","","Sleep deprivation","","Y","3,175","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","773,603","773,603"
"434854","","Food poisoning","","Y","3,173","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","383,362","626,776"
"4286201","","Schizoaffective disorder","","Y","3,157","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","21,408,041","34,264,133"
"4149840","","Nodular lymphoma","","Y","3,138","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,418,818","3,031,961"
"42539051","","Pain of intercostal space","","Y","3,112","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","833,752","833,752"
"4108371","","Peripheral gangrene","","Y","3,004","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,331,287","2,115,246"
"4310235","","Reduced mobility","","Y","2,952","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","5,350,121","8,871,212"
"442570","","Severe depressed bipolar I disorder without psychotic features","","Y","2,901","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,437,527","2,437,527"
"434374","","Anisocoria","","Y","2,894","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","679,538","680,190"
"432933","","Aneurysm of artery of lower extremity","","Y","2,870","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,310,440","1,313,612"
"46286594","","Problem related to lifestyle","","Y","2,845","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,728,195","2,728,195"
"438021","","Disorder due to and following fracture of upper limb","","Y","2,842","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,553,164","1,952,915"
"434626","","Borderline personality disorder","","Y","2,833","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","7,835,904","7,835,907"
"4125590","","Slurred speech","","Y","2,829","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,329,541","2,329,546"
"4144911","","Stoma malfunction","","Y","2,774","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,199,539","1,816,005"
"137626","","Seborrheic dermatitis of scalp","","Y","2,771","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,810,100","1,810,100"
"141667","","Laxity of ligament","","Y","2,728","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","922,488","1,979,351"
"4152376","","Intentional self poisoning","","Y","2,715","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","5,023,935","5,567,239"
"4163735","","Hemochromatosis","","Y","2,682","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,986,940","5,899,625"
"438178","","Postmastectomy lymphedema syndrome","","Y","2,629","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,616,842","1,616,842"
"4058350","","Abrasion, knee","","Y","2,605","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,321,532","2,322,695"
"4098611","","Hyperuricemia without signs of inflammatory arthritis and tophaceous disease","","Y","2,571","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","11,512,920","11,512,920"
"138994","","Myelodysplastic syndrome","","Y","2,549","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","9,303,353","13,037,627"
"141474","","Partial thickness burn of hand","","Y","2,543","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","969,933","2,245,281"
"440933","","Effects of accidental exposure to external cause","","Y","2,505","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,731,042","2,731,042"
"435226","","Bipolar affective disorder, current episode mixed","","Y","2,430","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,817,916","8,228,919"
"316135","","Atrioventricular block","","Y","2,398","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,427,540","19,506,187"
"432866","","Bipolar I disorder, single manic episode","","Y","2,396","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,605,323","1,776,978"
"432596","","Immune defect","","Y","2,355","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,188,590","1,949,641"
"4216670","","Worried well","","Y","2,321","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,631,855","3,147,207"
"134765","","Cachexia","","Y","2,274","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","4,012,678","4,012,762"
"4307956","","Bipolar II disorder","","Y","2,266","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","8,721,486","8,723,996"
