"Id","","Name","Domain","Suggested Negative Control","Sort Order","Publication Count (Descendant Concept Match)","Publication Count (Exact Concept Match)","Publication Count (Parent Concept Match)","Publication Count (Ancestor Concept Match)","Indicated / Contraindicated","Broad Concept","Drug Induced Concept","Pregnancy Concept","Product Label Count (Descendant Concept Match)","Product Label (Exact Concept Match)","Product Label (Parent Concept Match)","Product Label (Ancestor Concept Match)","FAERS Count (Descendant Concept Match)","FAERS Count (Exact Concept Match)","FAERS Count (Parent Concept Match)","FAERS Count (Ancestor Concept Match)","User Excluded","User Included","Optimized Out","Not Prevalent","Drug Label Exists","RC","DRC"
"4166315","","Supplementary preparation for parenteral nutrition adverse reaction","","Y","12,648","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","13,855","13,855"
"435434","","Organophosphate and carbamate causing toxic effect","","Y","12,003","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","8,974","8,974"
"442303","","Poisoning by emollient cathartic","","Y","11,800","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,381","2,392"
"436615","","Accidental poisoning from berries and seeds","","Y","11,797","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","3,154","3,154"
"444127","","Specimen satisfactory for evaluation but limited","","Y","11,614","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,671","310,420"
"443892","","Toxic effect of hydrocyanic acid","","Y","11,575","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,639","1,639"
"440924","","Poisoning by vasodilator","","Y","11,406","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","8,274","35,797"
"437194","","Poisoning by viral AND/OR rickettsial vaccine","","Y","11,373","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","27","27"
"4338035","","Depersonalization-derealization syndrome","","Y","11,361","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","81,972","135,265"
"4191487","","Poisoning by caterpillar","","Y","11,091","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","5,204","5,204"
"435028","","Puerperal pyrexia of unknown origin","","Y","11,024","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","125,358","327,323"
"4153516","","Patient immunocompromised","","Y","10,823","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","14,163","14,163"
"437472","","Toxic effect of acid","","Y","10,720","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","14,622","39,126"
"437369","","Postmature infancy","","Y","10,711","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,560,315","1,560,441"
"4314244","","Accidental poisoning by hydantoin derivative","","Y","10,708","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","51,176","51,176"
"4019971","","Discord in school","","Y","10,689","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","29,090","29,090"
"4056128","","Sample organism cultured","","Y","10,597","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","20,887","20,887"
"442797","","Poisoning by opiate antagonist","","Y","10,436","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","25,812","25,812"
"4310082","","Accidental poisoning by cannabis derivatives","","Y","10,426","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","97,810","97,810"
"441480","","Poisoning by androgen AND/OR anabolic congener","","Y","10,414","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","14,573","14,709"
"436426","","Malleus mobility reduced","","Y","10,386","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","8,108","8,108"
"440923","","Poisoning by surface (topical) AND/OR infiltration anesthetic","","Y","10,346","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","34,919","34,919"
"4056591","","Traumatic rupture of lumbar intervertebral disc","","Y","10,331","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","49,078","49,078"
"436294","","Poisoning by phenothiazine-based tranquilizer","","Y","10,138","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","22,181","22,181"
"4019836","","Social exclusion","","Y","10,107","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","111,131","111,131"
"433084","","Parasympatholytic and spasmolytic poisoning","","Y","10,027","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","10,455","10,455"
"435170","","Effects of thirst","","Y","9,967","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","26,989","26,989"
"442120","","Injection site extravasation","","Y","9,792","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","18,412","18,420"
"4287416","","Hyperphenylalaninemia","","Y","9,779","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","40,931","540,359"
"440892","","Toxic effect of isopropyl alcohol","","Y","9,694","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","32,096","48,990"
"443707","","Poisoning by eye anti-infective","","Y","9,631","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","4,271","4,271"
"4173136","","Agnosia","","Y","9,627","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","51,841","231,279"
"4333677","","Mania","","Y","9,412","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","280,368","1,469,146"
"440067","","Moderate bipolar I disorder, single manic episode","","Y","9,249","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","121,494","121,494"
"438759","","Descemet's membrane fold","","Y","9,200","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","17,506","17,506"
"440298","","Emollients, demulcents and protectant poisoning","","Y","9,098","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","6,294","6,294"
"442324","","Psychologic dyspareunia","","Y","9,069","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","80,415","80,415"
"4147972","","Specific academic or work inhibition","","Y","8,994","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","68,931","68,931"
"4028689","","Electrocerebral silence","","Y","8,974","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","55,896","55,896"
"443082","","Starvation","","Y","8,972","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","128,664","128,672"
"4228429","","Carnitine deficiency","","Y","8,953","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","36,753","805,903"
"434482","","Diethylstilbestrol poisoning","","Y","8,916","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","37,574","37,574"
"4044708","","Langerhans cell histiocytosis, unifocal","","Y","8,869","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","184,949","185,019"
"436311","","Local anti-infective and anti-inflammatory poisoning","","Y","8,804","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","17,541","17,541"
"4162322","","Beta-adrenoceptor agonist poisoning","","Y","8,802","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","13,674","13,708"
"4245840","","Psychoactive substance-induced organic intoxication","","Y","8,752","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","176,396","176,396"
"4035269","","Non-ketotic hyperglycinemia","","Y","8,665","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","55,864","55,871"
"134315","","Myelophthisis","","Y","8,354","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","68,963","68,963"
"444434","","Schizophreniform disorder","","Y","8,269","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","627,574","627,577"
"433647","","Poisoning by central nervous system muscle tone depressant","","Y","7,926","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","140,222","140,222"
"440053","","Infestation by insect","","Y","7,905","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","59,776","60,186"
"435720","","Adverse anesthesia outcome","","Y","7,708","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","28,951","28,951"
"437434","","Toxic effect from eating mushrooms","","Y","7,651","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","20,937","31,457"
"81382","","Pigmented villonodular synovitis","","Y","7,521","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","115,763","1,961,874"
"45757412","","Mitochondrial metabolism defect","","Y","7,421","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","419,097","419,097"
"440691","","Paranoid personality disorder","","Y","7,299","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","284,217","284,217"
"438122","","Persistent hyperplasia of thymus","","Y","7,279","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","64,036","64,036"
"439042","","Adenoid vegetations","","Y","7,225","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","13,341","13,341"
"4242733","","Premenstrual dysphoric disorder","","Y","7,213","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","494,295","494,304"
"4051630","","Malingering","","Y","7,167","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","510,249","510,261"
"80496","","Schmorl's nodes","","Y","7,067","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","93,184","576,302"
"433080","","Poisoning by cardiac rhythm regulator","","Y","6,892","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","83,199","86,212"
"439216","","Accidental poisoning by antidepressants","","Y","6,880","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","137,502","159,810"
"4038839","","Hodgkin lymphoma, nodular lymphocyte predominance","","Y","6,818","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","158,819","226,190"
"433935","","Poisoning by psychostimulant","","Y","6,792","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","126,521","1,109,036"
"4149610","","Birth weight 999 g or less","","Y","6,776","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","65,962","65,981"
"4038842","","Hodgkin's disease, nodular sclerosis","","Y","6,760","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","540,543","1,777,359"
"433111","","Effects of hunger","","Y","6,634","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","157,000","157,031"
"441067","","Spasm of sphincter of Oddi","","Y","6,574","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","145,205","145,205"
"4045471","","Autoimmune reaction mediated by cell-mediated immunity","","Y","6,566","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","17,279","17,279"
"45763685","","Avulsion fracture of medial epicondyle of humerus","","Y","6,506","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","227,133","227,133"
"436585","","Toxic effect of ethyl alcohol","","Y","6,487","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","345,302","12,593,288"
"4189235","","Third cranial nerve weakness","","Y","6,239","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","284,643","569,557"
"444268","","Inhibited male orgasm","","Y","6,119","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","138,187","138,187"
"40636815","","Supernumerary teeth","","Y","6,107","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","67,005","67,005"
"4263879","","Marie's cerebellar ataxia","","Y","6,027","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","437,471","437,471"
"4022071","","Convalescence","","Y","5,966","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","634,515","2,797,837"
"4150397","","Baby BW = 1.0-1.5kg","","Y","5,950","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","54,235","54,235"
"4210746","","Localized amyloidosis","","Y","5,926","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","446,580","446,617"
"76122","","Brown's tendon sheath syndrome","","Y","5,850","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","58,113","58,113"
"40479573","","Stimulant abuse","","Y","5,807","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,897,842","2,897,843"
"434625","","Undifferentiated somatoform disorder","","Y","5,798","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","445,833","445,833"
"443876","","Obsessive compulsive personality disorder","","Y","5,557","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","903,005","967,556"
"433605","","Ill-defined disease","","Y","5,546","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","6,747,009","6,747,009"
"434344","","Ciliary muscle spasm","","Y","5,534","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","225,189","225,189"
"37018672","","Malignant poorly differentiated neuroendocrine carcinoma","","Y","5,352","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","342,465","342,465"
"4044404","","Lumbosacral plexus neuropathy","","Y","5,142","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","668,224","2,359,154"
"4170260","","Nightmares","","Y","5,133","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","348,176","361,849"
"443703","","Poisoning by propionic acid derivative","","Y","4,920","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","461,069","461,325"
"40489449","","Greenstick fracture of distal radius","","Y","4,894","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","94,227","94,227"
"438915","","Poisoning by penicillin","","Y","4,856","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","54,317","54,317"
"438664","","Accidental poisoning by hormones and synthetic substitutes","","Y","4,828","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","265,558","265,589"
"443274","","Psychostimulant dependence","","Y","4,791","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","3,196,976","3,196,976"
"436235","","Taste sense altered","","Y","4,746","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","441,202","441,439"
"37396201","","Disruptive mood dysregulation disorder","","Y","4,703","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","3,234,848","3,234,848"
"433450","","Paranoid schizophrenia","","Y","4,623","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","15,415,705","17,654,498"
"433467","","Sleep-wake schedule disorder, delayed phase type","","Y","4,574","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","326,924","326,924"
"22856","","Polyglandular dysfunction","","Y","4,327","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","290,631","561,355"
"439035","","Otosclerosis","","Y","4,317","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","504,282","713,056"
"433270","","Cord entanglement without compression","","Y","4,316","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","9,704,475","9,704,475"
"433985","","Hypercarotinemia","","Y","4,307","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","41,969","41,969"
"443262","","Lack or loss of sexual desire","","Y","4,179","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","629,184","629,255"
"4012934","","Homocystinuria","","Y","4,126","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","809,487","809,988"
"434854","","Food poisoning","","Y","4,015","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","383,362","626,776"
"434626","","Borderline personality disorder","","Y","3,825","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","7,835,904","7,835,907"
"141667","","Laxity of ligament","","Y","3,824","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","922,488","1,979,351"
"434002","","Mineral deficiency","","Y","3,796","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","388,152","10,276,345"
"320739","","Dissection of aorta","","Y","3,686","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","797,831","2,470,973"
"4286201","","Schizoaffective disorder","","Y","3,661","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","21,408,041","34,264,133"
"442570","","Severe depressed bipolar I disorder without psychotic features","","Y","3,633","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,437,527","2,437,527"
"4152376","","Intentional self poisoning","","Y","3,586","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","5,023,935","5,567,239"
"45757504","","Urethral intrinsic sphincter deficiency","","Y","3,527","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","432,716","432,716"
"4207539","","Syndrome of inappropriate vasopressin secretion","","Y","3,489","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,256,240","1,256,240"
"4093531","","Absence of toe","","Y","3,396","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","3,689,285","3,689,285"
"4216894","","Precipitous drop in hematocrit","","Y","3,345","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","500,949","500,949"
"439971","","Poisoning by anticoagulant","","Y","3,312","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","522,284","524,057"
"435088","","Senility","","Y","3,306","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","764,363","764,363"
"4085898","","Wedge fracture of lumbar vertebra","","Y","3,246","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,200,280","2,927,038"
"381572","","Abducens nerve palsy","","Y","3,117","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","813,122","813,565"
"435226","","Bipolar affective disorder, current episode mixed","","Y","3,114","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,817,916","8,228,919"
"45757477","","Vesicoureteral reflux without reflux nephropathy","","Y","3,113","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,074,339","1,074,339"
"4308074","","Pyogenic granuloma","","Y","3,070","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","619,586","1,973,525"
"432866","","Bipolar I disorder, single manic episode","","Y","3,064","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,605,323","1,776,978"
"439794","","Central sleep apnea syndrome","","Y","3,062","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","736,395","3,049,441"
"4149840","","Nodular lymphoma","","Y","3,032","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,418,818","3,031,961"
"44808984","","Acquired absence of spleen","","Y","3,029","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","873,876","873,876"
"438021","","Disorder due to and following fracture of upper limb","","Y","2,927","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,553,164","1,952,915"
"42539051","","Pain of intercostal space","","Y","2,926","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","833,752","833,752"
"4207660","","Stereotypy habit disorder","","Y","2,922","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","252,569","252,694"
"4163735","","Hemochromatosis","","Y","2,868","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,986,940","5,899,625"
"4305303","","Sleep deprivation","","Y","2,769","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","773,603","773,603"
"440457","","Threatened miscarriage","","Y","2,746","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","14,305,444","14,309,256"
"438178","","Postmastectomy lymphedema syndrome","","Y","2,742","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,616,842","1,616,842"
"4108371","","Peripheral gangrene","","Y","2,736","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,331,287","2,115,246"
"4144911","","Stoma malfunction","","Y","2,717","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,199,539","1,816,005"
"4166231","","Genetic predisposition","","Y","2,665","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","4,726,500","51,644,436"
"46286594","","Problem related to lifestyle","","Y","2,622","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,728,195","2,728,195"
"4307956","","Bipolar II disorder","","Y","2,596","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","8,721,486","8,723,996"
"4201388","","Gastrostomy present","","Y","2,580","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","8,771,414","8,771,414"
"4171115","","Low birth weight infant","","Y","2,553","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","3,753,046","6,390,361"
"434887","","Disorders of bilirubin excretion","","Y","2,546","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,217,473","1,217,473"
"432933","","Aneurysm of artery of lower extremity","","Y","2,499","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,310,440","1,313,612"
"434374","","Anisocoria","","Y","2,369","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","679,538","680,190"
"42539502","","Transplanted kidney present","","Y","2,303","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","15,256,645","18,142,288"
"138994","","Myelodysplastic syndrome","","Y","2,222","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","9,303,353","13,037,627"
"432596","","Immune defect","","Y","2,190","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,188,590","1,949,641"
"4058350","","Abrasion, knee","","Y","2,161","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","2,321,532","2,322,695"
"439907","","Non-traumatic tendon rupture","","Y","2,123","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,338,567","3,556,518"
"4167696","","Estrogen receptor positive tumor","","Y","2,069","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","3,532,011","3,532,011"
"4098611","","Hyperuricemia without signs of inflammatory arthritis and tophaceous disease","","Y","2,040","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","11,512,920","11,512,920"
"316135","","Atrioventricular block","","Y","2,032","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,427,540","19,506,187"
"4058388","","Hypertrophic scar","","Y","2,008","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","3,229,677","3,230,555"
"40481299","","Idiopathic sleep related non-obstructive alveolar hypoventilation","","Y","1,999","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","1,753,300","1,753,300"
"141474","","Partial thickness burn of hand","","Y","1,975","0","0","0","0","N","N","N","N","0","0","0","0","0","0","0","0","N","N","N","N","N/A","969,933","2,245,281"
